entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Louisiana	wikicat_States_and_territories_established_in_1812	13888	15125	-1237	-0.08906970046082949
Rachel_Weisz	wikicat_English_female_models	12551	13669	-1118	-0.08907656760417497
Uche_Akubuike	wikicat_Sharks_F.C._players	14036	15308	-1272	-0.09062410943288686
Donald_Crisp	wikicat_English_screenwriters	22	24	-2	-0.09090909090909091
George_W._Bush	wikicat_American_people_of_French_descent	33	36	-3	-0.09090909090909091
Jeremiah_Denton	wikicat_Vietnam_War_prisoners_of_war	11	12	-1	-0.09090909090909091
Miklós_Horthy	wikicat_Austro-Hungarian_people_of_World_War_I	15402	16823	-1421	-0.09226074535774574
Oscar_Hammerstein_II	wikicat_Lyricists	65	71	-6	-0.09230769230769231
Roman_Eremenko	wikicat_Finnish_people_of_Ukrainian_descent	14383	15721	-1338	-0.0930264896057846
Ely_Thadeu	wikicat_Esporte_Clube_Democrata_players	13608	14886	-1278	-0.09391534391534391
Mohd_Nazrulerwan_Makmor	wikicat_Malaysian_footballers	14928	16342	-1414	-0.09472132904608789
Mike_Myers	wordnet_actor_109765278	15885	17408	-1523	-0.09587661315706641
Bill_Evans	wikicat_Bebop_musicians	13468	14762	-1294	-0.09607959607959608
Eddie_Basden	wikicat_Charlotte_49ers_men's_basketball_players	13803	15130	-1327	-0.09613852061146128
Roberto_Pompei	wikicat_Huracán_footballers	31	34	-3	-0.0967741935483871
Panama_City	wikicat_Port_cities	51	56	-5	-0.09803921568627451
Guy_Feutchine	wikicat_Cameroonian_expatriates_in_Poland	11299	12412	-1113	-0.09850429241525799
Alice_Munro	wikicat_Canadian_novelists	15001	16479	-1478	-0.09852676488234118
Kalamata_F.C.	wikicat_Association_football_clubs_established_in_1967	3582	3936	-354	-0.09882747068676717
Neil_Jordan	wikicat_People_of_the_Year_Awards_winners	15724	17287	-1563	-0.09940218773848894
Montevideo	wikicat_Populated_places_in_Uruguay	13409	14745	-1336	-0.09963457379372063
Felix_Halfon	wikicat_Israel_under-21_international_footballers	10	11	-1	-0.1
Tony_Curtis	wikicat_Actors_from_California	60	66	-6	-0.1
Buenos_Aires	wikicat_Populated_coastal_places_in_Argentina	13308	14647	-1339	-0.10061617072437631
Fábio_Bilica	wikicat_U.S._Città_di_Palermo_players	434	478	-44	-0.10138248847926268
Craig_Nelson_(footballer)	wikicat_People_from_Coatbridge	14933	16447	-1514	-0.10138619165606375
Ryan_Mack	wikicat_Xtreme_Soccer_League_players	14762	16260	-1498	-0.10147676466603442
Augsburg	wikicat_Archaeological_sites_in_Germany	14594	16083	-1489	-0.10202823077977251
Bret_McKenzie	wikicat_New_Zealand_actors	14463	15949	-1486	-0.10274493535227823
Miloš_Dimitrijević	wikicat_Grenoble_Foot_38_players	87	96	-9	-0.10344827586206896
Samuel_R._Delany	wikicat_Writers_from_Philadelphia,_Pennsylvania	13710	15140	-1430	-0.10430342815463166
Michael_Nyman	wikicat_Postmodern_composers	14888	16443	-1555	-0.10444653412144009
Andriy_Raspopov	wikicat_FC_Granit_Mikashevichi_players	67	74	-7	-0.1044776119402985
Chuck_Norris	wikicat_American_political_pundits	553	611	-58	-0.10488245931283906
Al-Sailiya_SC	wikicat_Football_clubs_in_Qatar	7227	8004	-777	-0.10751349107513491
Peter_Kropotkin	wikicat_Russian_anarchists	14075	15591	-1516	-0.10770870337477798
Germany	wikicat_States_and_territories_established_in_1871	211	234	-23	-0.10900473933649289
Winchester,_Virginia	wordnet_county_108546183	3723	4132	-409	-0.10985764168681171
Özden_Öngün	wikicat_MKE_Ankaragücü_footballers	9	10	-1	-0.1111111111111111
Denis_Leary	wikicat_American_screenwriters	9	10	-1	-0.1111111111111111
Daniel_Majstorović	wikicat_AIK_Fotboll_players	27	30	-3	-0.1111111111111111
Paulette_Goddard	wikicat_American_film_producers	53	59	-6	-0.11320754716981132
Thomas_Jefferson	wikicat_Democratic-Republican_Party_politicians	13350	14863	-1513	-0.11333333333333333
Rabat	wikicat_World_Heritage_Sites_in_Morocco	13365	14881	-1516	-0.1134306023194912
Terrel_Castle	wikicat_Makedonikos_B.C._players	14796	16480	-1684	-0.11381454447147878
Jeremy_Bentham	wikicat_LGBT_rights_activists_from_England	11723	13061	-1338	-0.11413460718246182
Matteo_Momentè	wikicat_Teramo_Calcio_players	14312	15960	-1648	-0.11514812744550028
Doris_Lessing	wikicat_21st-century_dramatists_and_playwrights	14311	15961	-1650	-0.11529592621060722
Michèle_Alliot-Marie	wikicat_Panthéon-Assas_University_alumni	129	144	-15	-0.11627906976744186
FK_Vojvodina	wikicat_Association_football_clubs_established_in_1914	94	105	-11	-0.11702127659574468
Felix_Ogbuke	wikicat_Enugu_Rangers_players	13260	14819	-1559	-0.11757164404223228
Central_Texas	wikicat_Great_Plains	10350	11567	-1217	-0.11758454106280193
Karl_Marx	wikicat_19th-century_economists	25	28	-3	-0.12
Praemium_Imperiale	wikicat_Architecture_awards	33	37	-4	-0.12121212121212122
Molot-Prikamye_Perm	wikicat_Sports_clubs_established_in_1948	12440	13959	-1519	-0.12210610932475885
Tórshavn	wikicat_Municipalities_of_the_Faroe_Islands	14801	16625	-1824	-0.12323491655969192
Charlie_Davies	wikicat_FC_Sochaux-Montbéliard_players	1371	1542	-171	-0.12472647702407003
Arne_Friedrich	wikicat_Germany_international_footballers	32	36	-4	-0.125
California	wikicat_States_of_the_United_States	8	9	-1	-0.125
Rod_Serling	wikicat_Writers_from_New_York	40	45	-5	-0.125
Walter_Novellino	wikicat_Italy_international_footballers	8	9	-1	-0.125
F.C._Hansa_Rostock	wikicat_Football_clubs_in_East_Germany	16	18	-2	-0.125
George_Best	wikicat_Expatriate_soccer_players_in_South_Africa	24	27	-3	-0.125
Helsinki	wikicat_Municipalities_of_Uusimaa	16	18	-2	-0.125
Lyn_Fotball	wikicat_Association_football_clubs_disestablished_in_2010	16	18	-2	-0.125
George_Best	wikicat_People_from_Belfast	8	9	-1	-0.125
Europe_Ecology_–_The_Greens	wikicat_Green_political_parties	8	9	-1	-0.125
Sunil_Dutt	wikicat_Indian_National_Congress_politicians	13605	15315	-1710	-0.1256890848952591
Jerusalem	wikicat_Amarna_letters_locations	158	178	-20	-0.12658227848101267
Ernest_Rutherford	wikicat_People_educated_at_Nelson_College	14113	15922	-1809	-0.1281796924821087
Estonia_national_football_team	wikicat_National_sports_teams_of_Estonia	14426	16286	-1860	-0.12893386940246776
Hugh_Grant	wikicat_People_from_Hammersmith_and_Fulham_(London_borough)	13761	15537	-1776	-0.1290603880531938
Anthony_Eden	wikicat_British_diplomats	14136	15967	-1831	-0.12952744765138652
New_Delhi	wikicat_Capitals	91	103	-12	-0.13186813186813187
Austin,_Texas	wikicat_Cities_in_Travis_County,_Texas	12441	14092	-1651	-0.13270637408568442
Masaru_Sato	wikicat_People_from_Hokkaido	15719	17806	-2087	-0.1327692601310516
Max_Planck	wikicat_20th-century_German_people	15	17	-2	-0.13333333333333333
Gaston_Doumergue	wikicat_French_people_of_World_War_I	15	17	-2	-0.13333333333333333
Jared_Borgetti	wikicat_2005_FIFA_Confederations_Cup_players	352	399	-47	-0.13352272727272727
Haile_Selassie_I_of_Ethiopia	wikicat_Chief_Commanders_of_the_Legion_of_Merit	15196	17232	-2036	-0.13398262700710714
Eduardo_Marques	wikicat_APOP_Kinyras_FC_players	234	266	-32	-0.13675213675213677
Amsterdam	wikicat_Port_cities_and_towns_in_the_Netherlands	14743	16762	-2019	-0.13694634741911416
50_Cent	wikicat_People_from_Jamaica,_Queens	11286	12837	-1551	-0.13742690058479531
Cook_County,_Illinois	wikicat_Populated_places_established_in_1831	14635	16657	-2022	-0.13816194055346773
Central_Federal_District	wikicat_Federal_districts_of_Russia	10433	11875	-1442	-0.13821527844340076
Richard_Garcia	wikicat_Melbourne_City_FC_players	14595	16627	-2032	-0.13922576224734498
Castries	wikicat_Populated_places_established_in_1650	15409	17555	-2146	-0.13926925822571223
Pierce_Brosnan	wikicat_Honorary_Officers_of_the_Order_of_the_British_Empire	13645	15557	-1912	-0.14012458776108463
Kilmarnock_F.C.	wikicat_Association_football_clubs_established_in_1869	9598	10946	-1348	-0.1404459262346322
Aníbal_Cavaco_Silva	wikicat_Alumni_of_the_University_of_York	14951	17067	-2116	-0.1415289947160725
John_Magnier	wikicat_Owners_of_Epsom_Derby_winners	15115	17263	-2148	-0.1421104862719153
Ross_Macdonald	wikicat_American_crime_fiction_writers	7	8	-1	-0.14285714285714285
Walt_Disney	wikicat_American_people_of_Irish_descent	7	8	-1	-0.14285714285714285
Liam_Neeson	wikicat_American_television_actors	7	8	-1	-0.14285714285714285
Kunming_Changshui_International_Airport	wikicat_Airports_established_in_2012	8705	9951	-1246	-0.14313612866168868
Lulu_(singer)	wikicat_Atco_Records_artists	286	327	-41	-0.14335664335664336
Eau_Claire,_Wisconsin	wikicat_Cities_in_Chippewa_County,_Wisconsin	12895	14746	-1851	-0.14354400930593253
J._R._Bremer	wikicat_CB_Málaga_players	125	143	-18	-0.144
Joe_Bradshaw_(footballer)	wikicat_Bristol_City_F.C._managers	208	238	-30	-0.14423076923076922
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players	12851	14735	-1884	-0.1466033771690919
Dino_Fava	wikicat_S.S._Formia_Calcio_players	12581	14431	-1850	-0.14704713456799937
Liverpool_F.C.	wikicat_G-14_clubs	34	39	-5	-0.14705882352941177
Maurice_Ross	wikicat_Motherwell_F.C._players	61	70	-9	-0.14754098360655737
Zurich_Airport	wordnet_airport_102692232	27	31	-4	-0.14814814814814814
Chien-Shiung_Wu	wikicat_Chinese_emigrants_to_the_United_States	489	562	-73	-0.1492842535787321
Robin_Cook_(American_novelist)	wikicat_Harvard_University_alumni	87	100	-13	-0.14942528735632185
Édison_Méndez	wikicat_People_from_Ibarra,_Ecuador	14418	16575	-2157	-0.1496046608406159
Frosinone_Calcio	wikicat_Association_football_clubs_established_in_1928	80	92	-12	-0.15
Apocalypse_Now	wikicat_Paramount_Pictures_films	60	69	-9	-0.15
Bruno_Rodriguez	wikicat_AC_Ajaccio_players	20	23	-3	-0.15
Hong_Kong	wikicat_Islands_of_China	13971	16077	-2106	-0.15074082027056046
Junior_Agogo	wikicat_Colorado_Rapids_players	33	38	-5	-0.15151515151515152
A.E.K._Athens_F.C.	wordnet_club_108227214	13	15	-2	-0.15384615384615385
William_Holden	wikicat_People_from_Illinois	26	30	-4	-0.15384615384615385
Diego_Bustamante	wikicat_FBC_Melgar_footballers	13310	15361	-2051	-0.1540946656649136
Mike_Myers	wikicat_Canadian_expatriate_male_actors_in_the_United_States	13687	15811	-2124	-0.1551837510046029
Gilbert_Bodart	wikicat_SC_Eendracht_Aalst_managers	12518	14483	-1965	-0.15697395750119827
Friedrich_Hayek	wikicat_Libertarian_historians	13327	15429	-2102	-0.15772491933668492
Nassim_Mendil	wikicat_Algerian_expatriates_in_Belgium	13684	15852	-2168	-0.1584332066647179
Caroline_Seger	wikicat_Western_New_York_Flash_players	25	29	-4	-0.16
Emrah_Eren	wikicat_Denizlispor_footballers	25	29	-4	-0.16
American_Revolutionary_War	wikicat_Wars_of_independence	56	65	-9	-0.16071428571428573
University_of_Bristol	wikicat_Organizations_established_in_1909	11098	12912	-1814	-0.1634528743917823
Lower_Austria	wikicat_Historical_regions_in_Austria	55	64	-9	-0.16363636363636364
George_Best	wikicat_Queensland_Lions_players	13898	16181	-2283	-0.16426824003453736
San_Francisco_Seals_(soccer)	wikicat_Soccer_clubs_in_San_Francisco,_California	11662	13585	-1923	-0.16489452924026754
Glen_Moss	wikicat_Expatriate_footballers_in_Romania	212	247	-35	-0.1650943396226415
Steven_Spielberg	wikicat_American_billionaires	15170	17675	-2505	-0.16512854317732367
South_Pyongan_Province	wikicat_Provinces_of_North_Korea	14309	16684	-2375	-0.16597945349080998
Mogilev_Region	wikicat_Regions_of_Belarus	6	7	-1	-0.16666666666666666
Kamloops_Blazers	wikicat_Sports_clubs_established_in_1981	1884	2198	-314	-0.16666666666666666
Robert_B._Parker	wikicat_21st-century_American_novelists	6	7	-1	-0.16666666666666666
Russian_Academy_of_Sciences	wikicat_Academic_institutions	6	7	-1	-0.16666666666666666
Real_Zaragoza	wikicat_Association_football_clubs_established_in_1932	30	35	-5	-0.16666666666666666
Media_General	wikicat_Media_companies_of_the_United_States	12	14	-2	-0.16666666666666666
Carrie_Fisher	wikicat_American_film_producers	6	7	-1	-0.16666666666666666
Phil_Keaggy	wikicat_American_composers	6	7	-1	-0.16666666666666666
Robert_B._Parker	wikicat_21st-century_American_writers	6	7	-1	-0.16666666666666666
Málaga	wikicat_University_towns	12	14	-2	-0.16666666666666666
Frances_Goodrich	wikicat_American_screenwriters	6	7	-1	-0.16666666666666666
Brooke_Shields	wikicat_American_female_models	6	7	-1	-0.16666666666666666
Georg_Wilhelm_Friedrich_Hegel	wikicat_18th-century_German_writers	6	7	-1	-0.16666666666666666
Tom_Stoppard	wikicat_21st-century_dramatists_and_playwrights	12502	14589	-2087	-0.16693329067349225
Joventut_Badalona	wikicat_Sports_clubs_established_in_1930	10711	12508	-1797	-0.16777144991130613
Kathy_Bates	wikicat_People_from_Memphis,_Tennessee	14440	16865	-2425	-0.16793628808864267
Tashkent	wikicat_Populated_places_in_Uzbekistan	11349	13270	-1921	-0.16926601462683938
Mircea_Rednic	wikicat_Romanian_expatriates_in_Azerbaijan	13113	15350	-2237	-0.17059406695645543
Émile_Mpenza	wikicat_People_from_Brussels	3144	3686	-542	-0.17239185750636132
Mansfield_Town_F.C.	wikicat_Football_clubs_in_Nottinghamshire	29	34	-5	-0.1724137931034483
J._Robert_Oppenheimer	wikicat_Nuclear_physicists	23	27	-4	-0.17391304347826086
Asrani	wikicat_Indian_comedians	23	27	-4	-0.17391304347826086
Johnny_Torres	wikicat_New_England_Revolution_players	40	47	-7	-0.175
Cristian_González_Aidinovich	wikicat_Liverpool_F.C._(Montevideo)_players	12896	15159	-2263	-0.17548076923076922
Guilherme_de_Cássio_Alves	wikicat_People_from_Marília	164	193	-29	-0.17682926829268292
Mos_Def	wikicat_People_from_Bedford–Stuyvesant,_Brooklyn	14595	17179	-2584	-0.17704693388146625
Rodney_Bush	wikicat_White_South_African_people	648	763	-115	-0.17746913580246915
Matt_Taylor_(footballer)	wikicat_Team_Bath_F.C._players	13301	15674	-2373	-0.1784076385234193
Oregon_State_University	wikicat_Educational_institutions_established_in_1868	28	33	-5	-0.17857142857142858
Dennis_Rodman	wikicat_Small_forwards	83	98	-15	-0.18072289156626506
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers	13822	16327	-2505	-0.18123281724786572
Nassim_Mendil	wikicat_A.C._Pro_Sesto_players	10901	12882	-1981	-0.1817264471149436
Winston_Churchill	wikicat_Knights_of_the_Garter	11	13	-2	-0.18181818181818182
Bury_F.C.	wikicat_Football_clubs_in_Bury	12239	14465	-2226	-0.18187760437944275
Bronisław_Komorowski	wikicat_Presidents_of_Poland	13190	15590	-2400	-0.1819560272934041
City_of_Carlisle	wikicat_Cities_in_North_West_England	82	97	-15	-0.18292682926829268
Pierre_Trudeau	wikicat_Université_de_Montréal_alumni	12925	15295	-2370	-0.18336557059961314
Gary_Alexander_(basketball)	wikicat_People_from_Jacksonville,_Florida	12923	15315	-2392	-0.18509633985916582
Thomas_Paine	wikicat_People_from_Greenwich_Village,_New_York	873	1035	-162	-0.18556701030927836
Bruce_Dickinson	wikicat_Singers_with_a_four-octave_vocal_range	1405	1668	-263	-0.18718861209964413
Lee_Chapman	wikicat_Swansea_City_A.F.C._players	37	44	-7	-0.1891891891891892
Granville,_Manche	wikicat_Spa_towns_in_France	12813	15247	-2434	-0.1899633185046437
Kung_Fu_Panda	wikicat_2000s_comedy_films	42	50	-8	-0.19047619047619047
Zell_am_See	wikicat_Cities_and_towns_in_Salzburg_(state)	88	105	-17	-0.19318181818181818
Sissy_Spacek	wikicat_Actors_Studio_alumni	2659	3173	-514	-0.19330575404287326
Carlos_Squeo	wikicat_Club_Atlético_Belgrano_footballers	31	37	-6	-0.1935483870967742
Paul_Baker	wikicat_Hartlepool_United_F.C._players	62	74	-12	-0.1935483870967742
Martin_Luther_King,_Jr.	wikicat_Morehouse_College_alumni	13308	15888	-2580	-0.19386834986474302
Corey_Feldman	wikicat_People_from_the_San_Fernando_Valley	14362	17157	-2795	-0.19461077844311378
Al-Taawon_FC	wikicat_Association_football_clubs_established_in_1956	1076	1286	-210	-0.19516728624535315
Nagasaki	wikicat_World_War_II_sites_in_Japan	14057	16842	-2785	-0.19812193213345664
CA_Bordj_Bou_Arréridj	wikicat_Association_football_clubs_established_in_1931	2603	3120	-517	-0.19861698040722245
Jared_Borgetti	wikicat_Bolton_Wanderers_F.C._players	566	679	-113	-0.19964664310954064
North_African_Campaign	wikicat_Battles_and_operations_of_World_War_II_involving_France	5	6	-1	-0.2
Dilip_Kumar	wikicat_Male_actors_from_Mumbai	5	6	-1	-0.2
Sissy_Spacek	wikicat_21st-century_American_actresses	5	6	-1	-0.2
George_MacDonald_Fraser	wikicat_British_journalists	35	42	-7	-0.2
Erasmus_Prize	wordnet_award_106696483	10	12	-2	-0.2
John_Badham	wikicat_British_people	5	6	-1	-0.2
Fausto_Lourenço	wikicat_Expatriate_footballers_in_Bulgaria	5	6	-1	-0.2
Miah_Dennehy	wikicat_Waterford_United_F.C._players	5	6	-1	-0.2
Jordi_Gómez	wikicat_FC_Barcelona_footballers	5	6	-1	-0.2
Jakarta	wikicat_Cities_with_millions_of_inhabitants	5	6	-1	-0.2
Anders_Jacobsen_(footballer)	wikicat_Skeid_Fotball_players	5	6	-1	-0.2
Darren_Mansaram	wikicat_York_City_F.C._players	40	48	-8	-0.2
Massachusetts_Institute_of_Technology	wikicat_Land-grant_universities_and_colleges	5	6	-1	-0.2
Walid_Atta	wikicat_Väsby_United_players	14431	17322	-2891	-0.2003326172822396
Pete_Seeger	wikicat_Artists_from_New_York	10786	12968	-2182	-0.2022992768403486
Bronze_Star_Medal	wikicat_Awards_and_decorations_of_the_United_States_Army	14119	17023	-2904	-0.2056802889723068
William_Golding	wikicat_Royal_Navy_sailors	925	1118	-193	-0.20864864864864865
Ian_McLagan	wikicat_People_from_Hounslow	11515	13935	-2420	-0.21016066000868433
David_Martin_(footballer_born_1986)	wikicat_Derby_County_F.C._players	19	23	-4	-0.21052631578947367
Camille_Abily	wikicat_Paris_Saint-Germain_F.C._(Ladies)_players	432	523	-91	-0.21064814814814814
Dennis_William_Sciama	wikicat_People_educated_at_Malvern_College	763	924	-161	-0.21100917431192662
Kent_O'Connor	wikicat_Association_football_defenders	90	109	-19	-0.2111111111111111
Lucille_Ball	wikicat_American_people_of_French_descent	33	40	-7	-0.21212121212121213
Terrance_Roberson	wikicat_BC_Kyiv_players	13167	15975	-2808	-0.21326042378673957
John_Ireland_(actor)	wikicat_American_people_of_Canadian_descent	14	17	-3	-0.21428571428571427
Rik_Mayall	wikicat_British_comedians	14	17	-3	-0.21428571428571427
United_States	wikicat_Member_states_of_NATO	14	17	-3	-0.21428571428571427
Mark_Williams_(Northern_Ireland_footballer)	wikicat_Stoke_City_F.C._players	56	68	-12	-0.21428571428571427
Saracens_F.C.	wikicat_Sports_clubs_established_in_1876	10890	13224	-2334	-0.2143250688705234
Kalusha_Bwalya	wikicat_Zambian_footballers	12871	15633	-2762	-0.2145909408748349
Locarno	wikicat_Populated_places_on_Lake_Maggiore	12299	14960	-2661	-0.216359053581592
Precious_Emuejeraye	wikicat_Nigerian_emigrants_to_Singapore	12840	15626	-2786	-0.21697819314641745
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players	9445	11511	-2066	-0.21874007411328744
Gabriel_Urdaneta	wikicat_SV_Waldhof_Mannheim_players	1295	1579	-284	-0.2193050193050193
Meryl_Streep	wikicat_American_atheists	41	50	-9	-0.21951219512195122
New_France	wikicat_Former_regions_and_territories_of_the_United_States	13290	16223	-2933	-0.22069224981188865
Las_Vegas	wikicat_County_seats_in_Nevada	10969	13399	-2430	-0.2215334123438782
Harvard_College	wikicat_Educational_institutions_established_in_the_17th_century	9559	11680	-2121	-0.22188513442828747
Navy_Cross	wikicat_Courage_awards	9	11	-2	-0.2222222222222222
Kozienice_County	wikicat_Land_counties_of_Masovian_Voivodeship	9	11	-2	-0.2222222222222222
Giulietta_Masina	wikicat_Actresses_from_Rome	12776	15635	-2859	-0.2237789605510332
Oleh_Taran	wikicat_Soviet_expatriate_footballers	12278	15028	-2750	-0.22397784655481348
Nozomi_Hiroyama	wikicat_Cerezo_Osaka_players	13678	16743	-3065	-0.22408246819710484
Karl_Marx	wikicat_Marxist_journalists	12686	15543	-2857	-0.22520889169162855
Reba_McEntire	wikicat_People_from_McAlester,_Oklahoma	222	272	-50	-0.22522522522522523
Rabiola	wikicat_Piast_Gliwice_players	1189	1458	-269	-0.22624053826745164
Greg_Strong	wikicat_Livingston_F.C._players	53	65	-12	-0.22641509433962265
Fredrik_Björck	wikicat_Tromsø_IL_players	612	751	-139	-0.22712418300653595
Andrey_Movsisyan	wikicat_FC_Saturn_Ramenskoye_players	22	27	-5	-0.22727272727272727
FC_St._Pauli	wikicat_Women's_association_football_clubs	57	70	-13	-0.22807017543859648
Peter_Frampton	wikicat_Lead_guitarists	13	16	-3	-0.23076923076923078
George_Parris	wikicat_Bristol_City_F.C._players	52	64	-12	-0.23076923076923078
Roger_Glover	wikicat_British_bass_guitarists	26	32	-6	-0.23076923076923078
Alexander_Graham_Bell	wikicat_American_people_of_Scottish_descent	117	144	-27	-0.23076923076923078
Eric_Clapton	wikicat_Warner_Bros._Records_artists	810	997	-187	-0.2308641975308642
Matteo_Momentè	wikicat_Calcio_Montebelluna_players	13704	16879	-3175	-0.23168417980151781
North_Carolina	wikicat_States_and_territories_established_in_1789	11894	14653	-2759	-0.23196569699007902
Rincón_(footballer_born_1987)	wikicat_Empoli_F.C._players	458	566	-108	-0.23580786026200873
