Dennis_Cagara	wikicat_Brøndby_IF_players
Willie_Dixon	wikicat_Jump_blues_musicians
Oslo	wikicat_Populated_places_established_in_the_11th_century
Jamie_Lee_Curtis	wikicat_American_people
Milwaukee_Wave	wikicat_Major_Indoor_Soccer_League_(2008–)_teams
Caraga	wordnet_region_108630039
John_Coltrane	wikicat_Avant-garde_jazz_composers
Poland_national_under-19_football_team	wikicat_European_national_under-19_association_football_teams
Gregory_Ratoff	wikicat_Russian_emigrants_to_the_United_States
Shenzhen	wikicat_Special_Economic_Zones
Polonia_Bytom	wikicat_Association_football_clubs_established_in_1920
Ražanj	wikicat_Municipalities_and_cities_of_Southern_and_Eastern_Serbia
Phnom_Penh	wikicat_Capitals_in_Asia
John_Cleese	wikicat_British_expatriate_academics_in_the_United_States
Josué_Mayard	wikicat_Association_football_defenders
Robert_Parrish	wikicat_American_people
Vichy	wikicat_Spa_towns_in_France
Judd_Apatow	wikicat_American_film_directors
Israeli_coastal_plain	wikicat_Plains_of_Israel
Blažej_Vaščák	wikicat_Ekstraklasa_players
Geraldine_Chaplin	wikicat_American_people_of_English_descent
San_Isidro,_Buenos_Aires	wikicat_Populated_places_established_in_1784
Moussa_N'Diaye	wikicat_Ligue_2_players
Mantova_F.C.	wordnet_club_108227214
Mitchell_Leisen	wikicat_Actors
Los_Angeles	wikicat_Ports_and_harbors_of_the_United_States
Alexander_Graham_Bell	wikicat_Scottish_inventors
James_Gleason	wikicat_Actors
Kylie_Minogue	wikicat_Australian_people_of_Irish_descent
Bruce_Springsteen	wikicat_People_from_Bradley_Beach,_New_Jersey
Albert_King	wikicat_Guitarists
Stéphane_Gillet	wikicat_Expatriate_footballers_in_Switzerland
Ricardo_Montalbán	wikicat_Mexican_film_actors
Florence	wikicat_Former_national_capitals
The_Hollies	wikicat_Liberty_Records_artists
Federalist_Party	wordnet_party_108256968
Preston_North_End_F.C.	wikicat_Association_football_clubs_established_in_1863
Adolf_Hitler	wikicat_Fascist_rulers
Irvin_Kershner	wordnet_person_100007846
Derrick_Obasohan	wikicat_American_people_of_Nigerian_descent
Enrique_Corrales	wikicat_Real_Madrid_Castilla_footballers
Giancarlo_Camolese	wikicat_A.S._Livorno_Calcio_managers
Aiolikos_F.C.	wikicat_Football_clubs_in_North_Aegean
Edward_Gorey	wikicat_Artists_from_Chicago,_Illinois
Alessandro_Nunes	wikicat_América_Futebol_Clube_(MG)_players
Marco_Reich	wikicat_Kickers_Offenbach_players
Davao_del_Sur	wordnet_administrative_district_108491826
Belfast	wordnet_administrative_district_108491826
John_McCain	wikicat_Naval_aviators
Anthony_Réveillère	wikicat_French_expatriate_footballers
Daniel_Dennett	wikicat_20th-century_philosophers
Urmuz	wikicat_Romanian_humorists
Judy_Garland	wikicat_American_people_of_Irish_descent
Shaun_Goater	wikicat_Southend_United_F.C._players
Helena_Bonham_Carter	wikicat_British_film_actors
Derry_City_F.C.	wikicat_Expatriated_football_clubs
Tusshar_Kapoor	wikicat_Indian_male_film_actors
George_MacDonald	wikicat_Scottish_poets
Forest_Heath	wikicat_Non-metropolitan_districts
Michael_Bolton	wikicat_American_actors
Kurt_Vonnegut	wordnet_writer_110794014
Union_of_Democrats_for_the_Republic	wikicat_Political_parties_of_the_Fifth_Republic
Dennis_Lehane	wikicat_21st-century_American_novelists
University_of_Nottingham	wikicat_Universities_in_England
Paul_Tisdale	wikicat_Living_people
Siskiyou_County,_California	wikicat_Populated_places_established_in_1852
Gaetano_Giallanza	wikicat_FC_Sion_players
Liangshan_Yi_Autonomous_Prefecture	wikicat_Autonomous_prefectures_of_the_People's_Republic_of_China
Bala_Town_F.C.	wikicat_Association_football_clubs_established_in_2005
Jason_Bateman	wikicat_Actors
Asti	wikicat_Roman_towns_and_cities_in_Italy
University_of_Sussex	wikicat_Organizations_established_in_1961
Freeman_Dyson	wikicat_English_physicists
Muddy_Waters	wikicat_African-American_musicians
Garson_Kanin	wikicat_Writers_from_New_York_City
Joanna_Cassidy	wikicat_Living_people
Costa_Rica	wikicat_Spanish-speaking_countries_and_territories
Bonn	wordnet_location_100027167
Kenneth_Arrow	wikicat_20th-century_American_writers
Andrew_Jackson	wikicat_Smallpox_survivors
Marcia_Gay_Harden	wikicat_American_expatriates_in_Germany
Bassim_Abbas	wikicat_2007_AFC_Asian_Cup_players
Lennart_Meri	wikicat_Translators_from_Russian
William_Thomson,_1st_Baron_Kelvin	wikicat_People_from_Belfast
Hamburg	wordnet_administrative_district_108491826
Reims	wikicat_Communes_of_Marne
Solomon_Okoronkwo	wikicat_FC_Erzgebirge_Aue_players
Martín_Vilallonga	wikicat_Argentine_expatriate_footballers
Huddersfield	wikicat_Market_towns_in_West_Yorkshire
David_Cox_(statistician)	wikicat_English_statisticians
Andoni_Goikoetxea_Olaskoaga	wikicat_La_Liga_managers
Carole_King	wikicat_American_female_rock_singers
Abel_Xavier	wikicat_Portuguese_expatriates_in_Turkey
Charles_de_Gaulle	wikicat_Prisoners_sentenced_to_death
Quincy_Jones	wikicat_African-American_record_producers
Haifa	wikicat_Port_cities
Farzad_Hatami	wikicat_Iranian_expatriate_footballers
Pierre_Trudeau	wikicat_Persons_of_National_Historic_Significance_(Canada)
Lucas_Severino	wikicat_Expatriate_footballers_in_Japan
UD_Salamanca	wikicat_Association_football_clubs_established_in_1923
Emerson_de_Andrade_Santos	wikicat_Living_people
Annabelle's_Wish	wikicat_American_musical_films
Renée_Zellweger	wikicat_Actors
John_Coltrane	wikicat_Free_jazz_composers
David_Bohm	wikicat_British_people_of_Lithuanian-Jewish_descent
Milton_Friedman	wikicat_LGBT_rights_activists_from_the_United_States
Eduardo_Delani	wikicat_Allsvenskan_players
Ubisoft	wikicat_Publishing_companies_of_France
Gwyneth_Paltrow	wikicat_American_people_of_Pennsylvania_Dutch_descent
Carl_Cort	wikicat_Wimbledon_F.C._players
Siniša_Mihajlović	wikicat_Serbia_international_footballers
Rob_Edwards_(footballer_born_1982)	wikicat_English_people_of_Welsh_descent
Márcio_Ivanildo_da_Silva	wikicat_Expatriate_footballers_in_Bulgaria
Lee_Gang-jin	wikicat_South_Korea_international_footballers
Uwe_Rapolder	wikicat_People_from_Heilbronn_(district)
Suad_Fileković	wikicat_Prva_HNL_players
Marcos_Assunção	wikicat_Living_people
Joseph_Gordon-Levitt	wikicat_American_male_musical_theatre_actors
Ivan_Zammit	wikicat_Living_people
Žarko_Lazetić	wikicat_FK_Bežanija_players
Alexander_Herzen	wikicat_19th-century_philosophers
PSIS_Semarang	wordnet_club_108227214
Ricky_Gervais	wikicat_English_male_comedians
John_C._Munro_Hamilton_International_Airport	wikicat_Airports_in_Ontario
Rodrigo_de_Souza_Cardoso	wikicat_Brazil_international_footballers
José_Manuel_Jurado	wikicat_FC_Schalke_04_players
Jaipur	wikicat_Populated_places_established_in_1727
Eugene_Galeković	wikicat_Footballers_at_the_2004_Summer_Olympics
Atromitos_F.C.	wikicat_Association_football_clubs_established_in_1923
André_Luiz_Rodrigues_Lopes	wikicat_A-League_players
Matosinhos	wikicat_Populated_places_in_Porto_District
Serkan_Atak	wikicat_German_footballers
Jason_Statham	wikicat_English_male_models
Nate_Jaqua	wikicat_Seattle_Sounders_FC_players
Sarawak_FA	wikicat_Football_associations_in_Malaysia
Simon_Wormull	wikicat_Lewes_F.C._managers
Persian_Gulf	wikicat_Seas_of_the_Indian_Ocean
Ryan_Reynolds	wikicat_Canadian_child_actors
Anthony_Elding	wikicat_Kettering_Town_F.C._players
Jefthon	wikicat_NK_Posušje_players
Worcester	wikicat_Districts_of_England
Pavelas_Leusas	wikicat_Wisła_Płock_players
George_R._R._Martin	wikicat_Northwestern_University_alumni
Eugene,_Oregon	wordnet_administrative_district_108491826
Shel_Silverstein	wikicat_Musicians_from_Chicago,_Illinois
Bell_Media	wikicat_Companies_established_in_2001
Peter_Fonda	wikicat_American_people
Pago_Pago	wikicat_Capitals_in_Oceania
FC_Metalurgi_Rustavi	wikicat_Football_clubs_in_Georgia_(country)
Oss	wikicat_Municipalities_of_North_Brabant
F.B.C._Unione_Venezia	wikicat_Serie_A_clubs
Masbate	wikicat_States_and_territories_established_in_1864
Umm_Salal_SC	wikicat_Association_football_clubs_established_in_1979
Hagfors_Municipality	wikicat_Municipalities_of_Värmland_County
Efteling	wikicat_Amusement_parks_in_the_Netherlands
Prabhu_(actor)	wikicat_Actors_in_Malayalam_cinema
Ernest_Rutherford	wikicat_British_nuclear_physicists
Saxony-Anhalt	wikicat_Provinces_of_Prussia
Wayne_Bridge	wikicat_Living_people
Mário_Jardel	wikicat_Expatriate_footballers_in_Bulgaria
George_Cross	wikicat_Cross_symbols
Club_El_Porvenir	wikicat_Football_clubs_in_Buenos_Aires_Province
Marie_Henriette_of_Austria	wikicat_Princesses_of_Saxe-Coburg_and_Gotha
Paul_Williams_(Northern_Ireland_footballer)	wikicat_Premier_League_players
Ronald_Coase	wikicat_American_centenarians
Mamadou_Niang	wikicat_Senegal_international_footballers
Gonzalo_Martínez	wikicat_Millonarios_Fútbol_Club_footballers
Kelsey_Grammer	wikicat_Comedians
Mylène_Farmer	wikicat_French_female_singers
Hunter_S._Thompson	wikicat_American_male_novelists
Alabama	wikicat_Southern_United_States
John_Coltrane	wikicat_American_saxophonists
Katherine_Paterson	wikicat_American_women_writers
Luxembourg_national_football_team	wikicat_European_national_association_football_teams
George_Travers	wikicat_Manchester_United_F.C._players
Ludwig_Boltzmann	wikicat_19th-century_physicists
Maggie_Gyllenhaal	wikicat_American_people_of_Lithuanian-Jewish_descent
Louis_Pasteur	wikicat_Lycée_Saint-Louis_alumni
Joseph_Amoah	wikicat_Living_people
FC_Volyn_Lutsk	wikicat_Football_clubs_in_the_Soviet_Union
Edgar_Faure	wikicat_Mayors_of_places_in_France
John_Lammers_(footballer)	wikicat_Expatriate_footballers_in_France
Axel_Keller	wikicat_F.C._Hansa_Rostock_players
Charles_de_Gaulle	wikicat_French_generals
Sam_Ratulangi_International_Airport	wikicat_Airports_in_Indonesia
Vasco_Matos	wikicat_C.D._Aves_players
Ricardinho	wikicat_Middlesbrough_F.C._players
Stern_John	wikicat_TT_Pro_League_players
Reykjavík	wordnet_administrative_district_108491826
Charleston,_Illinois	wikicat_Cities_in_Coles_County,_Illinois
Blažej_Vaščák	wikicat_FC_Steel_Trans_Ličartovce_players
G._K._Chesterton	wikicat_English_essayists
Cambridge_United_F.C.	wikicat_Association_football_clubs_established_in_1912
Leon_Trotsky	wikicat_Refugees_in_Norway
Clube_Náutico_Capibaribe	wikicat_Association_football_clubs_established_in_1901
Uganda	wikicat_Least_developed_countries
Štefan_Čambal	wikicat_People_from_Bratislava
Dushanbe	wikicat_Cities_in_Central_Asia
Jandro_(footballer)	wikicat_La_Liga_footballers
Willie_Fernie_(footballer)	wikicat_British_people
Eastbourne	wikicat_Cities_in_England
José_Semedo_(footballer,_born_1979)	wikicat_APOP_Kinyras_FC_players
Valéry_Giscard_d'Estaing	wikicat_École_Polytechnique_alumni
São_Gonçalo,_Rio_de_Janeiro	wordnet_administrative_district_108491826
Tosin_Dosunmu	wikicat_Expatriate_footballers_in_France
John_F._Kennedy	wikicat_Presidents_of_the_United_States
Lincoln_County,_Minnesota	wordnet_county_108546183
Eddie_Stanford	wikicat_English_footballers
Robin_Cook_(American_novelist)	wikicat_American_mystery_writers
Andrey_Kolmogorov	wikicat_Soviet_physicists
Esporte_Clube_Pelotas	wikicat_Association_football_clubs_established_in_1908
James_Watson	wikicat_American_people_of_Irish_descent
Curitiba	wikicat_Cities_in_Brazil
Paul_Ince	wikicat_Wolverhampton_Wanderers_F.C._players
Mukhsin_Mukhamadiev	wikicat_Süper_Lig_players
Dorge_Kouemaha	wikicat_Cameroonian_footballers
Tanzania	wordnet_country_108544813
Maria_Theresa_of_Austria	wikicat_Hungarian_monarchs
Snina_District	wikicat_Ukrainian-speaking_countries_and_territories
Ryan_Reynolds	wikicat_Canadian_expatriate_male_actors_in_the_United_States
Volodymyr_Bondarenko_(footballer)	wikicat_FC_Sokol_Saratov_players
Calcio_Catania	wikicat_Lega_Pro_Seconda_Divisione_clubs
Armin_Veh	wikicat_FC_Augsburg_players
Richard_Feynman	wikicat_Nobel_laureates_in_Physics
Ston	wikicat_Populated_places_in_Dubrovnik-Neretva_County
Leung_Chi_Wing	wikicat_Tai_Chung_FC_players
Almami_Moreira	wikicat_Dalian_Aerbin_players
Vila_Flor	wikicat_Municipalities_of_Bragança
Bronisław_Komorowski	wikicat_Democratic_Union_(Poland)_politicians
Goiás_Esporte_Clube	wikicat_Association_football_clubs_established_in_1943
The_Simpsons_Movie	wikicat_20th_Century_Fox_films
Robert_L._Simpson_(film_editor)	wikicat_American_Cinema_Editors
University_of_Cambridge	wikicat_Exempt_charities
Adolf_Hitler	wikicat_Austrian_emigrants_to_Germany
Andrew_Julius	wikicat_Montserratian_footballers
Juan_Carlos_Lorenzo	wikicat_Boca_Juniors_footballers
U.D._Leiria	wikicat_Football_clubs_in_Portugal
Milan_Purović	wikicat_Living_people
Brasília	wikicat_Metropolitan_areas
Newcastle_United_F.C.	wordnet_club_108227214
Vijayashanti	wordnet_politician_110450303
John_McCain	wikicat_20th-century_American_writers
Jean-Pierre_Cyprien	wikicat_F.C._Crotone_players
Michael_Paré	wikicat_American_people_of_Irish_descent
Glen_Atle_Larsen	wikicat_FK_Haugesund_players
Tomasz_Jodłowiec	wikicat_People_from_Żywiec
Adolf_Hitler	wikicat_Politicians_who_committed_suicide
Bernard_Lama	wikicat_Expatriate_footballers_in_England
Anthony_Elding	wikicat_English_expatriates_in_Hungary
Sandviken_Municipality	wikicat_Municipalities_of_Sweden
Zamość	wikicat_Planned_cities_in_Poland
Émile_Durkheim	wikicat_People_from_Épinal
Janet_Leigh	wikicat_American_musical_theatre_actresses
SC_Freiburg	wordnet_club_108227214
Hugo_Grotius	wikicat_International_relations_scholars
Michael_Madsen	wikicat_Living_people
Eastbourne	wikicat_Post_towns_in_the_BN_postcode_area
Jorge_Dely_Valdés	wikicat_Football_managers_in_Panama
Chris_Martin	wikicat_Rock_singers
Dordrecht	wikicat_Cities_in_the_Netherlands
Daniel_Theorin	wikicat_Malmö_FF_players
Kecskemét	wikicat_Populated_places_in_Bács-Kiskun_County
Reims	wikicat_World_Heritage_Sites_in_France
Slovakia	wikicat_Member_states_of_NATO
Mohammed_Chaouch	wikicat_1994_FIFA_World_Cup_players
Basildon	wikicat_Non-metropolitan_districts
Immanuel_Kant	wikicat_18th-century_philosophers
NK_Iskra_Bugojno	wikicat_Association_football_clubs_established_in_1946
Oslo	wikicat_Capitals_in_Europe
Santiago_Solari	wikicat_La_Liga_footballers
Paula_Abdul	wikicat_Television_producers_from_California
Adam_Smith	wikicat_Classical_economists
Windhoek	wordnet_administrative_district_108491826
Kenneth_Arrow	wordnet_scientist_110560637
Paulius_Paknys	wikicat_FK_Šilutė_players
John_Ireland_(actor)	wikicat_Western_(genre)_film_actors
Oliver_Bierhoff	wikicat_Borussia_Mönchengladbach_players
Walter_Paz	wikicat_Huracán_footballers
Norte_Region,_Portugal	wikicat_Regions_of_Portugal
Lenin_Prize	wikicat_Awards
Nelly_Furtado	wikicat_Musicians_from_British_Columbia
Linfield_F.C.	wikicat_Association_football_clubs_in_Belfast
Nîmes	wordnet_commune_108541609
Peter_Fonda	wikicat_American_people_of_Italian_descent
Belgrade	wikicat_Districts_of_Serbia
Dmitri_Alenichev	wikicat_Russian_Premier_League_players
Roy_Scheider	wikicat_American_people
Brentford_F.C.	wikicat_Football_clubs_in_London
Hanna-Barbera	wikicat_Companies_established_in_1957
C.A._Osasuna	wikicat_La_Liga_clubs
North_Rhine-Westphalia	wordnet_administrative_district_108491826
Emerson_de_Andrade_Santos	wikicat_Brazilian_expatriate_footballers
Lennart_Meri	wikicat_Ministers_of_Foreign_Affairs_of_Estonia
Clifford_Geertz	wikicat_Antioch_College_alumni
Grigori_Perelman	wikicat_Jewish_scientists
Ethiopia	wikicat_Member_states_of_the_African_Union
Francis_Severeyns	wikicat_K.V.C._Westerlo_players
Prince_Philip,_Duke_of_Edinburgh	wikicat_Presidents_of_the_Marylebone_Cricket_Club
Elia_Kazan	wikicat_American_people
Jelle_Van_Damme	wikicat_Standard_Liège_players
Łukasz_Nawotczyński	wikicat_People_from_Ciechanów
Elvis_Comrie	wikicat_Albany_Capitals_players
Pierre_Louis_Maupertuis	wikicat_Christian_philosophers
Scarlett_Johansson	wikicat_Jewish_American_musicians
Robert_Anton_Wilson	wikicat_American_philosophers
Denain	wordnet_commune_108541609
Alexander_Graham_Bell	wikicat_Alumni_of_University_College_London
Colombia_national_football_team	wordnet_football_team_108080025
Shannen_Doherty	wikicat_American_people_of_English_descent
Babylon	wikicat_Archaeological_sites_in_Iraq
Branimir_Petrović	wikicat_Shandong_Luneng_Taishan_F.C._players
Macedonian_Empire	wikicat_States_and_territories_established_in_the_800s_BC
Yemen	wikicat_States_and_territories_established_in_1990
Friedrich_Hayek	wikicat_Agnostics
Guarani_Futebol_Clube	wikicat_Football_clubs_in_Brazil
Giuliano_Amato	wikicat_Italian_socialists
Kieran_McAnespie	wikicat_Dumbarton_F.C._players
Oscar_Hammerstein_II	wikicat_American_people_of_German_descent
Ricardo_Montalbán	wikicat_Mexican_male_film_actors
Gary,_Indiana	wikicat_Company_towns_in_Indiana
W_Connection_F.C.	wikicat_Football_clubs_in_Trinidad_and_Tobago
John_Carradine	wordnet_person_100007846
Seoul	wikicat_Capitals_in_Asia
Allen_Ginsberg	wikicat_People_from_Newark,_New_Jersey
Fred_Williamson	wikicat_American_players_of_American_football
Gary_Holt_(footballer)	wikicat_Nottingham_Forest_F.C._players
North_Tyneside	wordnet_administrative_district_108491826
David_Lynch	wikicat_Male_actors_from_Montana
Liv_Ullmann	wikicat_21st-century_women_writers
Arthur_C._Clarke	wikicat_English_sceptics
Patrick_Rothfuss	wikicat_Male_short_story_writers
Boulogne-Billancourt	wikicat_Cities_in_France
Gustaf_VI_Adolf_of_Sweden	wordnet_officeholder_110371450
Marko_Pantelić	wikicat_Paris_Saint-Germain_F.C._players
Hugo_Award	wikicat_Fantasy_awards
Stuart_Taylor_(footballer,_born_1980)	wikicat_Bristol_Rovers_F.C._players
Steven_Caulker	wikicat_British_people
Casablanca	wikicat_Prefectures_of_Morocco
Stephen_Hawking	wikicat_English_science_writers
Mukhsin_Mukhamadiev	wikicat_Tajikistani_expatriate_footballers
Maccabi_Yavne_F.C.	wikicat_Football_clubs_in_Israel
Robert_Kolendowicz	wikicat_Polish_footballers
Daniel_Handler	wikicat_People_from_San_Francisco,_California
A.C._Siena	wikicat_Lega_Pro_Prima_Divisione_clubs
Alexander_R._Todd,_Baron_Todd	wikicat_Fellows_of_the_Royal_Society_of_Edinburgh
Eduard_Văluţă	wikicat_Living_people
Cristiano_dos_Santos_Neves	wikicat_Brazilian_footballers
Manuel_Badenes	wikicat_Sporting_de_Gijón_footballers
Mamadou_Diallo	wikicat_Expatriate_soccer_players_in_the_United_States
John_Steinbeck	wikicat_American_people_of_English_descent
Nile	wikicat_Rivers_of_the_Democratic_Republic_of_the_Congo
Bremen	wikicat_University_towns_in_Germany
Cuauhtémoc_Blanco	wikicat_Major_League_Soccer_players
KK_Cedevita	wikicat_Basketball_clubs_established_in_1991
Celebes_Sea	wikicat_Seas_of_the_Pacific_Ocean
Winona_Ryder	wikicat_Actresses_from_California
Ronnie_Sinclair	wikicat_Nottingham_Forest_F.C._players
Hamburger_SV	wikicat_Swim_teams
Marconi_Stallions_FC	wikicat_Soccer_clubs_in_Sydney
Dumitru_Mitu	wikicat_Panathinaikos_F.C._players
Pierre_Bérégovoy	wordnet_officeholder_110371450
Joanne_Dru	wikicat_20th-century_American_actresses
Cruzeiro_E.C.	wikicat_Association_football_clubs_established_in_1921
All_the_Invisible_Children	wikicat_Anthology_films
Konrad_Adenauer	wikicat_Mayors_of_Cologne
Cambridge	wikicat_Local_government_districts_of_the_East_of_England
Ronny_Carlos_da_Silva	wikicat_Primeira_Liga_players
João_Paulo_Daniel	wikicat_Servette_FC_players
Michel_Debré	wikicat_Politicians_from_Paris
Vlatko_Marković	wikicat_NK_Čelik_Zenica_players
War_in_Afghanistan_(2001–present)	wordnet_conflict_100958896
Kurt_Linder	wikicat_German_football_managers
Gaetano_Manno	wikicat_SC_Paderborn_07_players
